"age","gender","declared_income","premium_term","policy_term","premium_amount","booking_frequency","location","policy_type","current_status"
42,"female",1050000,30,40,24475,"Yearly","semi-urban","ULIP","married"
21,"male",1100000,10,20,24650,"Monthly","urban","ULIP","married"
32,"female",4e+05,15,25,14420,"Monthly","urban","Term","unmarried"
39,"female",5e+05,20,30,12002,"Monthly","rural","Term","unmarried"
41,"female",1e+06,20,30,17326,"Monthly","rural","Term","unmarried"
56,"male",350000,20,30,17311,"Monthly","semi-urban","Endowment","married"
54,"female",950000,20,30,20558,"Monthly","urban","Endowment","married"
32,"female",1250000,20,30,27781,"Monthly","semi-urban","ULIP","unmarried"
33,"female",1100000,10,20,24752,"Monthly","rural","ULIP","married"
36,"male",8e+05,10,20,15874,"Yearly","rural","Term","married"
25,"male",950000,10,20,16652,"Monthly","urban","Term","married"
48,"female",750000,30,40,19031,"Half_yearly","rural","Endowment","married"
54,"female",1050000,25,35,29522,"Quarterly","rural","ULIP","unmarried"
56,"male",1200000,30,40,31765,"Quarterly","urban","ULIP","unmarried"
33,"female",350000,15,25,11168,"Half_yearly","rural","Term","unmarried"
26,"female",1400000,5,15,27714,"Quarterly","semi-urban","ULIP","married"
28,"male",950000,5,15,15718,"Quarterly","semi-urban","Term","unmarried"
60,"male",3e+05,30,40,17968,"Quarterly","urban","Endowment","unmarried"
47,"male",1150000,30,40,27725,"Monthly","rural","ULIP","married"
27,"female",9e+05,10,20,11178,"Yearly","semi-urban","Term","unmarried"
51,"male",650000,30,40,20876,"Monthly","rural","Endowment","married"
55,"female",1400000,30,40,31469,"Quarterly","semi-urban","ULIP","married"
37,"male",1450000,15,25,30483,"Yearly","urban","ULIP","married"
31,"female",1450000,20,30,27993,"Yearly","semi-urban","ULIP","married"
23,"female",1500000,10,20,30365,"Quarterly","urban","ULIP","unmarried"
35,"female",9e+05,20,30,14887,"Quarterly","rural","Term","married"
19,"male",1400000,10,20,27239,"Quarterly","rural","ULIP","unmarried"
25,"female",1300000,5,15,27875,"Monthly","rural","ULIP","married"
28,"male",8e+05,10,20,13999,"Quarterly","semi-urban","Term","unmarried"
38,"male",1150000,20,30,28987,"Monthly","urban","ULIP","married"
24,"male",6e+05,5,15,12491,"Quarterly","urban","Term","married"
40,"female",1200000,20,30,28013,"Quarterly","semi-urban","ULIP","married"
25,"female",650000,10,20,10013,"Yearly","urban","Term","married"
27,"female",1300000,5,15,27132,"Half_yearly","urban","ULIP","married"
54,"male",1250000,25,35,30255,"Quarterly","urban","ULIP","widow"
34,"female",1100000,20,30,27030,"Monthly","semi-urban","ULIP","married"
23,"male",5e+05,5,15,13170,"Monthly","rural","Term","married"
57,"male",1500000,25,35,30590,"Monthly","rural","ULIP","married"
23,"female",3e+05,5,15,13597,"Yearly","urban","Term","married"
45,"female",5e+05,30,40,12120,"Half_yearly","rural","Term","widow"
49,"female",250000,30,40,16889,"Monthly","rural","Endowment","widow"
52,"male",950000,30,40,24545,"Half_yearly","urban","Endowment","married"
45,"male",1400000,30,40,28789,"Quarterly","rural","ULIP","unmarried"
37,"female",1100000,15,25,27011,"Quarterly","urban","ULIP","married"
18,"female",1050000,10,20,28173,"Quarterly","urban","ULIP","married"
22,"female",1400000,5,15,28786,"Monthly","urban","ULIP","married"
28,"male",750000,5,15,14533,"Quarterly","rural","Term","married"
37,"male",7e+05,15,25,16662,"Monthly","rural","Term","married"
19,"female",4e+05,10,20,11775,"Quarterly","urban","Term","unmarried"
27,"male",250000,5,15,9352,"Yearly","urban","Term","unmarried"
24,"female",8e+05,5,15,15377,"Quarterly","urban","Term","married"
55,"male",1e+06,20,30,22343,"Quarterly","semi-urban","Endowment","married"
53,"male",1e+06,20,30,23524,"Quarterly","semi-urban","Endowment","married"
40,"male",750000,20,30,18174,"Monthly","urban","Term","unmarried"
51,"female",5e+05,30,40,20705,"Quarterly","urban","Endowment","unmarried"
41,"female",750000,25,35,18906,"Monthly","urban","Term","married"
21,"female",550000,5,15,9849,"Half_yearly","rural","Term","unmarried"
46,"male",2e+05,30,40,16603,"Half_yearly","semi-urban","Endowment","married"
40,"female",950000,20,30,18778,"Monthly","urban","Term","unmarried"
28,"female",1450000,10,20,28420,"Quarterly","urban","ULIP","married"
50,"male",6e+05,25,35,17194,"Monthly","rural","Endowment","unmarried"
20,"female",250000,5,15,8333,"Monthly","urban","Term","married"
50,"female",1150000,20,30,29711,"Monthly","urban","ULIP","married"
47,"female",5e+05,30,40,18471,"Monthly","urban","Endowment","unmarried"
51,"male",750000,25,35,22547,"Quarterly","urban","Endowment","unmarried"
19,"male",1150000,5,15,22557,"Monthly","rural","ULIP","married"
57,"female",1050000,30,40,26316,"Quarterly","semi-urban","ULIP","unmarried"
37,"male",1100000,15,25,27546,"Quarterly","urban","ULIP","unmarried"
31,"female",9e+05,15,25,14444,"Quarterly","rural","Term","unmarried"
42,"female",850000,30,40,14447,"Monthly","semi-urban","Term","married"
24,"male",550000,5,15,10585,"Quarterly","urban","Term","married"
57,"male",1150000,25,35,30269,"Monthly","urban","ULIP","married"
52,"male",1250000,30,40,33187,"Monthly","urban","ULIP","unmarried"
48,"female",1450000,30,40,30317,"Monthly","rural","ULIP","unmarried"
39,"male",1450000,15,25,32748,"Quarterly","urban","ULIP","married"
33,"male",850000,10,20,19874,"Monthly","urban","Term","married"
39,"female",250000,15,25,12889,"Monthly","urban","Term","married"
46,"male",250000,30,40,12955,"Yearly","semi-urban","Endowment","married"
50,"male",1500000,20,30,32648,"Quarterly","semi-urban","ULIP","married"
48,"male",1150000,30,40,32575,"Quarterly","urban","ULIP","unmarried"
25,"female",850000,10,20,15752,"Monthly","urban","Term","unmarried"
41,"male",850000,20,30,14614,"Monthly","rural","Term","unmarried"
47,"male",350000,30,40,14563,"Monthly","rural","Endowment","married"
40,"male",1150000,10,20,29922,"Monthly","urban","ULIP","married"
54,"female",6e+05,20,30,21766,"Quarterly","urban","Endowment","unmarried"
49,"male",450000,20,30,15828,"Monthly","semi-urban","Endowment","unmarried"
34,"male",8e+05,10,20,15912,"Monthly","semi-urban","Term","widow"
43,"female",1500000,30,40,32882,"Yearly","urban","ULIP","married"
60,"male",350000,20,30,18705,"Monthly","rural","Endowment","married"
40,"male",550000,15,25,11677,"Half_yearly","rural","Term","married"
43,"female",650000,30,40,13045,"Monthly","urban","Term","unmarried"
53,"female",950000,30,40,22544,"Quarterly","rural","Endowment","unmarried"
25,"female",1050000,5,15,24237,"Yearly","rural","ULIP","unmarried"
32,"male",1350000,10,20,31487,"Monthly","urban","ULIP","married"
53,"male",650000,20,30,19374,"Monthly","semi-urban","Endowment","unmarried"
20,"female",3e+05,10,20,12708,"Monthly","urban","Term","unmarried"
56,"female",950000,20,30,25652,"Yearly","urban","Endowment","married"
50,"male",1400000,25,35,32647,"Quarterly","semi-urban","ULIP","married"
55,"male",1450000,30,40,35420,"Quarterly","urban","ULIP","married"
43,"female",8e+05,30,40,16344,"Yearly","rural","Term","married"
45,"female",2e+05,30,40,13663,"Monthly","urban","Term","unmarried"
43,"male",1400000,20,30,28281,"Monthly","semi-urban","ULIP","married"
34,"female",1250000,10,20,28003,"Half_yearly","semi-urban","ULIP","married"
40,"female",1300000,10,20,30139,"Monthly","rural","ULIP","married"
55,"female",250000,30,40,15677,"Monthly","urban","Endowment","married"
27,"male",1250000,5,15,26753,"Yearly","urban","ULIP","unmarried"
55,"female",750000,25,35,21872,"Monthly","rural","Endowment","unmarried"
58,"male",9e+05,20,30,24386,"Half_yearly","semi-urban","Endowment","married"
25,"male",1200000,5,15,28766,"Yearly","urban","ULIP","married"
18,"male",550000,10,20,13754,"Half_yearly","rural","Term","married"
33,"female",1450000,15,25,33014,"Quarterly","urban","ULIP","unmarried"
19,"male",1050000,10,20,22194,"Monthly","semi-urban","ULIP","unmarried"
57,"male",1300000,25,35,27637,"Quarterly","rural","ULIP","married"
31,"male",5e+05,15,25,10774,"Monthly","rural","Term","married"
29,"female",1150000,10,20,25546,"Monthly","rural","ULIP","unmarried"
43,"male",1450000,25,35,30312,"Quarterly","rural","ULIP","married"
25,"male",7e+05,5,15,14055,"Quarterly","urban","Term","married"
58,"female",9e+05,20,30,21229,"Quarterly","semi-urban","Endowment","unmarried"
25,"female",350000,5,15,13636,"Yearly","urban","Term","married"
26,"female",750000,5,15,17866,"Half_yearly","urban","Term","married"
50,"male",450000,20,30,17981,"Monthly","rural","Endowment","married"
20,"female",1300000,10,20,26605,"Quarterly","rural","ULIP","unmarried"
57,"female",1350000,30,40,32641,"Quarterly","urban","ULIP","married"
19,"male",5e+05,10,20,11958,"Quarterly","semi-urban","Term","married"
18,"male",550000,5,15,11343,"Monthly","urban","Term","married"
26,"male",1400000,10,20,30211,"Quarterly","urban","ULIP","widow"
24,"male",8e+05,10,20,13528,"Monthly","rural","Term","married"
30,"male",4e+05,10,20,10567,"Monthly","rural","Term","married"
46,"male",550000,25,35,18615,"Monthly","rural","Endowment","unmarried"
37,"male",6e+05,10,20,13677,"Half_yearly","urban","Term","married"
31,"male",550000,20,30,10895,"Half_yearly","semi-urban","Term","married"
33,"male",2e+05,15,25,9821,"Quarterly","urban","Term","married"
24,"female",7e+05,10,20,13748,"Half_yearly","semi-urban","Term","married"
53,"male",750000,20,30,22307,"Yearly","semi-urban","Endowment","unmarried"
29,"female",3e+05,5,15,13781,"Monthly","urban","Term","married"
42,"female",1150000,25,35,28904,"Yearly","rural","ULIP","unmarried"
44,"female",1e+06,25,35,18846,"Monthly","rural","Term","married"
30,"male",5e+05,10,20,10568,"Quarterly","semi-urban","Term","married"
37,"male",1400000,20,30,34242,"Quarterly","urban","ULIP","married"
27,"male",1e+06,10,20,17117,"Half_yearly","semi-urban","Term","unmarried"
47,"male",7e+05,20,30,19943,"Monthly","urban","Endowment","married"
58,"male",1450000,20,30,32562,"Half_yearly","rural","ULIP","married"
29,"female",4e+05,10,20,10123,"Monthly","semi-urban","Term","married"
25,"female",3e+05,5,15,9933,"Monthly","semi-urban","Term","unmarried"
24,"female",750000,10,20,15189,"Quarterly","semi-urban","Term","married"
32,"male",1500000,20,30,28185,"Monthly","rural","ULIP","married"
36,"male",450000,10,20,11972,"Half_yearly","urban","Term","married"
60,"female",4e+05,30,40,18855,"Quarterly","rural","Endowment","married"
56,"male",4e+05,25,35,17026,"Quarterly","rural","Endowment","widow"
40,"male",750000,20,30,20239,"Monthly","urban","Term","widow"
52,"male",2e+05,25,35,15325,"Monthly","urban","Endowment","married"
23,"female",350000,10,20,11241,"Quarterly","urban","Term","unmarried"
24,"male",5e+05,5,15,11260,"Monthly","urban","Term","married"
21,"male",750000,5,15,13059,"Half_yearly","urban","Term","married"
27,"male",3e+05,10,20,11083,"Monthly","urban","Term","married"
34,"female",1400000,10,20,31175,"Monthly","urban","ULIP","married"
25,"male",650000,5,15,13757,"Quarterly","rural","Term","married"
20,"female",1400000,10,20,28835,"Yearly","urban","ULIP","unmarried"
54,"male",2e+05,25,35,18214,"Half_yearly","urban","Endowment","unmarried"
31,"male",3e+05,10,20,12590,"Half_yearly","urban","Term","married"
45,"male",3e+05,20,30,12602,"Monthly","urban","Term","married"
23,"male",1050000,5,15,27530,"Half_yearly","urban","ULIP","married"
26,"male",1350000,10,20,27462,"Yearly","semi-urban","ULIP","unmarried"
50,"male",650000,25,35,19925,"Half_yearly","urban","Endowment","married"
36,"male",850000,15,25,16326,"Half_yearly","semi-urban","Term","married"
54,"female",5e+05,20,30,20924,"Yearly","urban","Endowment","married"
51,"female",6e+05,20,30,19419,"Monthly","urban","Endowment","married"
18,"male",750000,10,20,15076,"Yearly","urban","Term","unmarried"
45,"male",3e+05,30,40,14063,"Monthly","urban","Term","married"
47,"female",550000,20,30,20292,"Monthly","rural","Endowment","married"
21,"male",2e+05,10,20,9196,"Yearly","rural","Term","married"
43,"male",2e+05,20,30,10327,"Monthly","semi-urban","Term","married"
28,"male",8e+05,10,20,18000,"Quarterly","urban","Term","unmarried"
22,"male",4e+05,10,20,12382,"Quarterly","rural","Term","widow"
53,"male",1400000,20,30,31650,"Yearly","rural","ULIP","unmarried"
36,"male",1e+06,10,20,17200,"Yearly","rural","Term","married"
52,"male",850000,20,30,22364,"Monthly","semi-urban","Endowment","unmarried"
50,"female",6e+05,25,35,20296,"Monthly","urban","Endowment","married"
56,"male",5e+05,25,35,17264,"Yearly","rural","Endowment","married"
22,"male",5e+05,10,20,9954,"Half_yearly","urban","Term","unmarried"
40,"male",7e+05,15,25,15315,"Half_yearly","rural","Term","married"
58,"female",850000,30,40,20730,"Quarterly","rural","Endowment","unmarried"
42,"female",3e+05,25,35,11568,"Quarterly","urban","Term","unmarried"
38,"female",450000,20,30,14959,"Monthly","urban","Term","unmarried"
22,"male",850000,10,20,15645,"Monthly","urban","Term","married"
29,"female",750000,5,15,17797,"Half_yearly","urban","Term","unmarried"
19,"male",1e+06,10,20,15873,"Quarterly","urban","Term","unmarried"
35,"male",1300000,20,30,28835,"Quarterly","rural","ULIP","unmarried"
21,"male",1100000,10,20,27453,"Monthly","urban","ULIP","unmarried"
59,"male",750000,20,30,20987,"Quarterly","semi-urban","Endowment","unmarried"
40,"female",850000,20,30,17714,"Quarterly","urban","Term","married"
25,"female",650000,10,20,14639,"Monthly","urban","Term","unmarried"
18,"male",2e+05,10,20,8030,"Quarterly","urban","Term","unmarried"
28,"female",1200000,10,20,27275,"Monthly","semi-urban","ULIP","unmarried"
54,"female",6e+05,20,30,23038,"Quarterly","urban","Endowment","married"
28,"male",550000,5,15,11302,"Quarterly","semi-urban","Term","married"
32,"female",9e+05,15,25,17963,"Yearly","urban","Term","married"
32,"female",9e+05,15,25,17760,"Monthly","semi-urban","Term","married"
59,"male",1200000,20,30,30153,"Quarterly","rural","ULIP","married"
32,"male",750000,15,25,13668,"Monthly","urban","Term","unmarried"
32,"female",550000,10,20,14913,"Quarterly","urban","Term","unmarried"
58,"female",1350000,20,30,30616,"Quarterly","semi-urban","ULIP","married"
42,"female",750000,30,40,16576,"Yearly","urban","Term","unmarried"
53,"male",250000,30,40,18699,"Half_yearly","urban","Endowment","married"
20,"male",5e+05,5,15,12169,"Monthly","urban","Term","married"
24,"female",350000,5,15,9967,"Quarterly","rural","Term","married"
21,"female",3e+05,10,20,12487,"Monthly","urban","Term","married"
57,"male",950000,30,40,24664,"Monthly","semi-urban","Endowment","unmarried"
54,"male",1450000,30,40,36571,"Quarterly","urban","ULIP","married"
41,"female",350000,25,35,13558,"Monthly","semi-urban","Term","married"
55,"male",1450000,25,35,32368,"Monthly","semi-urban","ULIP","married"
21,"male",7e+05,5,15,14890,"Monthly","rural","Term","unmarried"
20,"male",7e+05,5,15,12060,"Quarterly","rural","Term","married"
28,"female",1400000,10,20,27138,"Yearly","semi-urban","ULIP","married"
27,"female",1500000,10,20,28070,"Monthly","rural","ULIP","married"
46,"male",1500000,25,35,34747,"Yearly","urban","ULIP","married"
40,"male",1450000,15,25,32351,"Monthly","semi-urban","ULIP","married"
22,"male",6e+05,5,15,13432,"Monthly","urban","Term","unmarried"
41,"male",350000,20,30,10565,"Quarterly","rural","Term","married"
49,"male",6e+05,20,30,23950,"Monthly","urban","Endowment","married"
42,"male",1050000,30,40,28296,"Monthly","semi-urban","ULIP","unmarried"
28,"female",7e+05,5,15,14672,"Monthly","urban","Term","married"
27,"female",7e+05,5,15,15832,"Quarterly","urban","Term","married"
32,"female",950000,20,30,16302,"Quarterly","semi-urban","Term","married"
48,"male",5e+05,20,30,19243,"Quarterly","rural","Endowment","unmarried"
27,"male",7e+05,10,20,13711,"Quarterly","urban","Term","married"
41,"male",1100000,30,40,27017,"Half_yearly","semi-urban","ULIP","married"
52,"male",8e+05,20,30,22424,"Monthly","semi-urban","Endowment","unmarried"
27,"female",1e+06,5,15,15964,"Quarterly","semi-urban","Term","unmarried"
25,"female",2e+05,10,20,8805,"Monthly","urban","Term","married"
59,"male",850000,30,40,24033,"Quarterly","rural","Endowment","married"
49,"male",750000,20,30,21514,"Monthly","urban","Endowment","widow"
56,"male",750000,20,30,19983,"Quarterly","rural","Endowment","widow"
24,"male",2e+05,5,15,8577,"Quarterly","rural","Term","married"
55,"male",2e+05,30,40,16645,"Monthly","urban","Endowment","married"
34,"male",450000,10,20,14055,"Monthly","urban","Term","married"
37,"male",650000,20,30,13084,"Yearly","rural","Term","married"
50,"female",6e+05,30,40,19595,"Half_yearly","urban","Endowment","married"
54,"male",1050000,25,35,27692,"Quarterly","rural","ULIP","married"
27,"female",1200000,5,15,24608,"Yearly","rural","ULIP","married"
27,"female",1100000,10,20,25252,"Quarterly","rural","ULIP","married"
19,"male",1500000,10,20,30003,"Monthly","urban","ULIP","married"
32,"male",450000,10,20,13165,"Half_yearly","urban","Term","unmarried"
40,"male",3e+05,10,20,11384,"Monthly","semi-urban","Term","married"
57,"female",4e+05,30,40,19163,"Quarterly","semi-urban","Endowment","married"
